"Soort misdrijf";"Perioden";"Wijken en buurten";"Geregistreerde misdrijven (aantal)"
"3.7.2 Vreemdelingenzorg";"2017 september";"Amsterdam";12
"3.7.2 Vreemdelingenzorg";"2017 oktober";"Amsterdam";6
"3.7.2 Vreemdelingenzorg";"2017 november";"Amsterdam";8
"3.7.2 Vreemdelingenzorg";"2017 december";"Amsterdam";3
"3.7.2 Vreemdelingenzorg";"2018 januari ";"Amsterdam";5
"3.7.2 Vreemdelingenzorg";"2018 februari";"Amsterdam";11
"3.7.2 Vreemdelingenzorg";"2018 maart";"Amsterdam";7
"3.7.2 Vreemdelingenzorg";"2018 april";"Amsterdam";10
"3.7.2 Vreemdelingenzorg";"2018 mei";"Amsterdam";7
"3.7.2 Vreemdelingenzorg";"2018 juni";"Amsterdam";8
"3.7.2 Vreemdelingenzorg";"2018 juli";"Amsterdam";13
"3.7.2 Vreemdelingenzorg";"2018 augustus";"Amsterdam";8
"3.7.2 Vreemdelingenzorg";"2018 september";"Amsterdam";6
"3.7.2 Vreemdelingenzorg";"2018 oktober";"Amsterdam";6
"3.7.2 Vreemdelingenzorg";"2018 november";"Amsterdam";4
"3.7.2 Vreemdelingenzorg";"2018 december";"Amsterdam";4
"3.7.2 Vreemdelingenzorg";"2019 januari";"Amsterdam";0
"3.7.2 Vreemdelingenzorg";"2019 februari";"Amsterdam";4
"3.7.2 Vreemdelingenzorg";"2019 maart";"Amsterdam";6
"3.7.2 Vreemdelingenzorg";"2019 april";"Amsterdam";2
"3.7.2 Vreemdelingenzorg";"2019 mei";"Amsterdam";0
"3.7.2 Vreemdelingenzorg";"2019 juni";"Amsterdam";1
"3.7.2 Vreemdelingenzorg";"2019 juli";"Amsterdam";0
"3.7.2 Vreemdelingenzorg";"2019 augustus";"Amsterdam";4
"3.7.2 Vreemdelingenzorg";"2019 september";"Amsterdam";2
"3.7.2 Vreemdelingenzorg";"2019 oktober";"Amsterdam";2
"3.7.2 Vreemdelingenzorg";"2019 november";"Amsterdam";0
"3.7.2 Vreemdelingenzorg";"2019 december";"Amsterdam";0
"3.7.2 Vreemdelingenzorg";"2020 januari";"Amsterdam";0
"3.7.2 Vreemdelingenzorg";"2020 februari";"Amsterdam";1
"3.7.2 Vreemdelingenzorg";"2020 maart";"Amsterdam";0
"3.7.2 Vreemdelingenzorg";"2020 april";"Amsterdam";0
"3.7.2 Vreemdelingenzorg";"2020 mei";"Amsterdam";2
"3.7.2 Vreemdelingenzorg";"2020 juni";"Amsterdam";1
"3.7.2 Vreemdelingenzorg";"2020 juli";"Amsterdam";0
"3.7.2 Vreemdelingenzorg";"2020 augustus";"Amsterdam";1
"3.7.2 Vreemdelingenzorg";"2020 september";"Amsterdam";2
"3.7.2 Vreemdelingenzorg";"2020 oktober";"Amsterdam";0
"3.7.2 Vreemdelingenzorg";"2020 november";"Amsterdam";1
"3.7.2 Vreemdelingenzorg";"2020 december";"Amsterdam";2
"3.7.2 Vreemdelingenzorg";"2021 januari";"Amsterdam";2
"3.7.2 Vreemdelingenzorg";"2021 februari";"Amsterdam";1
"3.7.2 Vreemdelingenzorg";"2021 maart";"Amsterdam";12
"3.7.2 Vreemdelingenzorg";"2021 april";"Amsterdam";4
"3.7.2 Vreemdelingenzorg";"2021 mei";"Amsterdam";6
"3.7.2 Vreemdelingenzorg";"2021 juni";"Amsterdam";5
"3.7.2 Vreemdelingenzorg";"2021 juli";"Amsterdam";4
"3.7.2 Vreemdelingenzorg";"2021 augustus";"Amsterdam";1
"3.7.2 Vreemdelingenzorg";"2021 september";"Amsterdam";7
"3.7.2 Vreemdelingenzorg";"2021 oktober";"Amsterdam";4
"3.7.2 Vreemdelingenzorg";"2021  november";"Amsterdam";7
"3.7.2 Vreemdelingenzorg";"2021 december";"Amsterdam";2
"3.7.2 Vreemdelingenzorg";"2022 januari";"Amsterdam";5
"3.7.2 Vreemdelingenzorg";"2022 februari";"Amsterdam";3
"3.7.2 Vreemdelingenzorg";"2022 maart";"Amsterdam";5
"3.7.2 Vreemdelingenzorg";"2022 april";"Amsterdam";2
"3.7.2 Vreemdelingenzorg";"2022 mei";"Amsterdam";3
"3.7.2 Vreemdelingenzorg";"2022 juni";"Amsterdam";1
"3.7.2 Vreemdelingenzorg";"2022 juli";"Amsterdam";1
"3.7.2 Vreemdelingenzorg";"2022 augustus";"Amsterdam";0
"3.7.2 Vreemdelingenzorg";"2022 september";"Amsterdam";0
"3.7.2 Vreemdelingenzorg";"2022 oktober";"Amsterdam";1
"3.7.2 Vreemdelingenzorg";"2022 november";"Amsterdam";2
"3.7.2 Vreemdelingenzorg";"2022 december";"Amsterdam";1
"3.7.2 Vreemdelingenzorg";"2023 januari";"Amsterdam";1
"3.7.2 Vreemdelingenzorg";"2023 februari";"Amsterdam";4
"3.7.2 Vreemdelingenzorg";"2023 maart";"Amsterdam";0
"3.7.2 Vreemdelingenzorg";"2023 april";"Amsterdam";1
"3.7.2 Vreemdelingenzorg";"2023 mei";"Amsterdam";1
"3.7.2 Vreemdelingenzorg";"2023 juni";"Amsterdam";0
"3.7.2 Vreemdelingenzorg";"2023 juli";"Amsterdam";3
"3.7.2 Vreemdelingenzorg";"2023 augustus";"Amsterdam";3
"3.7.2 Vreemdelingenzorg";"2023 september";"Amsterdam";5
"3.7.2 Vreemdelingenzorg";"2023 oktober";"Amsterdam";2
"3.7.2 Vreemdelingenzorg";"2023 november";"Amsterdam";0
"3.7.2 Vreemdelingenzorg";"2023 december";"Amsterdam";2
"3.7.2 Vreemdelingenzorg";"2024 januari";"Amsterdam";2
"3.7.2 Vreemdelingenzorg";"2024 februari";"Amsterdam";1
"3.7.2 Vreemdelingenzorg";"2024 maart";"Amsterdam";2
"3.7.2 Vreemdelingenzorg";"2024 april";"Amsterdam";0
"3.7.2 Vreemdelingenzorg";"2024 mei";"Amsterdam";4
"3.7.2 Vreemdelingenzorg";"2024 juni";"Amsterdam";2
"3.7.2 Vreemdelingenzorg";"2024 juli";"Amsterdam";3
"3.7.2 Vreemdelingenzorg";"2024 augustus";"Amsterdam";2
"3.7.2 Vreemdelingenzorg";"2024 september";"Amsterdam";2
"3.7.2 Vreemdelingenzorg";"2024 oktober";"Amsterdam";5
"3.7.2 Vreemdelingenzorg";"2024 november";"Amsterdam";3
"3.7.2 Vreemdelingenzorg";"2024 december";"Amsterdam";5
"3.7.2 Vreemdelingenzorg";"2025 januari";"Amsterdam";4
"3.7.2 Vreemdelingenzorg";"2025 februari";"Amsterdam";10
"3.7.2 Vreemdelingenzorg";"2025 maart";"Amsterdam";8
"3.7.2 Vreemdelingenzorg";"2025 april";"Amsterdam";5
"3.7.3 Maatsch. integriteit (overig)";"2012 januari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2012 februari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2012 maart";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2012 april";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2012 mei";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2012 juni";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2012 juli";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2012 augustus";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2012 september";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2012 oktober";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2012 november";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2012 december";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2013 januari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2013 februari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2013 maart";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2013 april";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2013 mei";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2013 juni";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2013 juli";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2013 augustus";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2013 september";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2013 oktober";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2013 november";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2013 december";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2014 januari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2014  februari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2014 maart";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2014 april";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2014 mei";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2014 juni";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2014 juli";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2014 augustus";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2014 september ";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2014 oktober";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2014 november";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2014 december";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2015 januari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2015  februari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2015 maart";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2015 april";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2015 mei";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2015 juni";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2015 juli";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2015 augustus";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2015 september";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2015 oktober";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2015 november";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2015 december";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2016 januari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2016  februari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2016 maart";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2016 april";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2016 mei";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2016 juni";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2016 juli";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2016 augustus";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2016 september";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2016 oktober";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2016 november";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2016 december";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2017 januari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2017 februari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2017 maart";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2017 april";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2017 mei";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2017 juni";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2017 juli";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2017 augustus";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2017 september";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2017 oktober";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2017 november";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2017 december";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2018 januari ";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2018 februari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2018 maart";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2018 april";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2018 mei";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2018 juni";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2018 juli";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2018 augustus";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2018 september";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2018 oktober";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2018 november";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2018 december";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2019 januari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2019 februari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2019 maart";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2019 april";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2019 mei";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2019 juni";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2019 juli";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2019 augustus";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2019 september";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2019 oktober";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2019 november";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2019 december";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2020 januari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2020 februari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2020 maart";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2020 april";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2020 mei";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2020 juni";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2020 juli";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2020 augustus";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2020 september";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2020 oktober";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2020 november";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2020 december";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2021 januari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2021 februari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2021 maart";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2021 april";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2021 mei";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2021 juni";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2021 juli";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2021 augustus";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2021 september";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2021 oktober";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2021  november";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2021 december";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2022 januari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2022 februari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2022 maart";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2022 april";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2022 mei";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2022 juni";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2022 juli";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2022 augustus";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2022 september";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2022 oktober";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2022 november";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2022 december";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2023 januari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2023 februari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2023 maart";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2023 april";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2023 mei";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2023 juni";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2023 juli";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2023 augustus";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2023 september";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2023 oktober";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2023 november";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2023 december";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2024 januari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2024 februari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2024 maart";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2024 april";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2024 mei";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2024 juni";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2024 juli";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2024 augustus";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2024 september";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2024 oktober";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2024 november";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2024 december";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2025 januari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2025 februari";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2025 maart";"Amsterdam";
"3.7.3 Maatsch. integriteit (overig)";"2025 april";"Amsterdam";
"3.7.4 Cybercrime";"2012 januari";"Amsterdam";3
"3.7.4 Cybercrime";"2012 februari";"Amsterdam";7
"3.7.4 Cybercrime";"2012 maart";"Amsterdam";16
"3.7.4 Cybercrime";"2012 april";"Amsterdam";10
"3.7.4 Cybercrime";"2012 mei";"Amsterdam";4
"3.7.4 Cybercrime";"2012 juni";"Amsterdam";4
"3.7.4 Cybercrime";"2012 juli";"Amsterdam";14
"3.7.4 Cybercrime";"2012 augustus";"Amsterdam";10
"3.7.4 Cybercrime";"2012 september";"Amsterdam";5
"3.7.4 Cybercrime";"2012 oktober";"Amsterdam";9
"3.7.4 Cybercrime";"2012 november";"Amsterdam";9
"3.7.4 Cybercrime";"2012 december";"Amsterdam";8
"3.7.4 Cybercrime";"2013 januari";"Amsterdam";4
"3.7.4 Cybercrime";"2013 februari";"Amsterdam";2
"3.7.4 Cybercrime";"2013 maart";"Amsterdam";11
"3.7.4 Cybercrime";"2013 april";"Amsterdam";12
"3.7.4 Cybercrime";"2013 mei";"Amsterdam";3
"3.7.4 Cybercrime";"2013 juni";"Amsterdam";4
"3.7.4 Cybercrime";"2013 juli";"Amsterdam";4
"3.7.4 Cybercrime";"2013 augustus";"Amsterdam";2
"3.7.4 Cybercrime";"2013 september";"Amsterdam";8
"3.7.4 Cybercrime";"2013 oktober";"Amsterdam";9
"3.7.4 Cybercrime";"2013 november";"Amsterdam";6
"3.7.4 Cybercrime";"2013 december";"Amsterdam";6
"3.7.4 Cybercrime";"2014 januari";"Amsterdam";10
"3.7.4 Cybercrime";"2014  februari";"Amsterdam";10
"3.7.4 Cybercrime";"2014 maart";"Amsterdam";5
"3.7.4 Cybercrime";"2014 april";"Amsterdam";6
"3.7.4 Cybercrime";"2014 mei";"Amsterdam";3
"3.7.4 Cybercrime";"2014 juni";"Amsterdam";13
"3.7.4 Cybercrime";"2014 juli";"Amsterdam";7
"3.7.4 Cybercrime";"2014 augustus";"Amsterdam";3
"3.7.4 Cybercrime";"2014 september ";"Amsterdam";7
"3.7.4 Cybercrime";"2014 oktober";"Amsterdam";10
"3.7.4 Cybercrime";"2014 november";"Amsterdam";15
"3.7.4 Cybercrime";"2014 december";"Amsterdam";7
"3.7.4 Cybercrime";"2015 januari";"Amsterdam";9
"3.7.4 Cybercrime";"2015  februari";"Amsterdam";9
"3.7.4 Cybercrime";"2015 maart";"Amsterdam";11
"3.7.4 Cybercrime";"2015 april";"Amsterdam";7
"3.7.4 Cybercrime";"2015 mei";"Amsterdam";10
"3.7.4 Cybercrime";"2015 juni";"Amsterdam";9
"3.7.4 Cybercrime";"2015 juli";"Amsterdam";10
"3.7.4 Cybercrime";"2015 augustus";"Amsterdam";16
"3.7.4 Cybercrime";"2015 september";"Amsterdam";17
"3.7.4 Cybercrime";"2015 oktober";"Amsterdam";14
"3.7.4 Cybercrime";"2015 november";"Amsterdam";12
"3.7.4 Cybercrime";"2015 december";"Amsterdam";8
"3.7.4 Cybercrime";"2016 januari";"Amsterdam";11
"3.7.4 Cybercrime";"2016  februari";"Amsterdam";11
"3.7.4 Cybercrime";"2016 maart";"Amsterdam";27
"3.7.4 Cybercrime";"2016 april";"Amsterdam";15
"3.7.4 Cybercrime";"2016 mei";"Amsterdam";15
"3.7.4 Cybercrime";"2016 juni";"Amsterdam";18
"3.7.4 Cybercrime";"2016 juli";"Amsterdam";16
"3.7.4 Cybercrime";"2016 augustus";"Amsterdam";18
"3.7.4 Cybercrime";"2016 september";"Amsterdam";22
"3.7.4 Cybercrime";"2016 oktober";"Amsterdam";19
"3.7.4 Cybercrime";"2016 november";"Amsterdam";9
"3.7.4 Cybercrime";"2016 december";"Amsterdam";15
"3.7.4 Cybercrime";"2017 januari";"Amsterdam";22
"3.7.4 Cybercrime";"2017 februari";"Amsterdam";13
"3.7.4 Cybercrime";"2017 maart";"Amsterdam";21
"3.7.4 Cybercrime";"2017 april";"Amsterdam";14
"3.7.4 Cybercrime";"2017 mei";"Amsterdam";26
"3.7.4 Cybercrime";"2017 juni";"Amsterdam";15
"3.7.4 Cybercrime";"2017 juli";"Amsterdam";18
"3.7.4 Cybercrime";"2017 augustus";"Amsterdam";17
"3.7.4 Cybercrime";"2017 september";"Amsterdam";12
"3.7.4 Cybercrime";"2017 oktober";"Amsterdam";17
"3.7.4 Cybercrime";"2017 november";"Amsterdam";23
"3.7.4 Cybercrime";"2017 december";"Amsterdam";12
"3.7.4 Cybercrime";"2018 januari ";"Amsterdam";34
"3.7.4 Cybercrime";"2018 februari";"Amsterdam";19
"3.7.4 Cybercrime";"2018 maart";"Amsterdam";25
"3.7.4 Cybercrime";"2018 april";"Amsterdam";16
"3.7.4 Cybercrime";"2018 mei";"Amsterdam";27
"3.7.4 Cybercrime";"2018 juni";"Amsterdam";27
"3.7.4 Cybercrime";"2018 juli";"Amsterdam";19
"3.7.4 Cybercrime";"2018 augustus";"Amsterdam";25
"3.7.4 Cybercrime";"2018 september";"Amsterdam";35
"3.7.4 Cybercrime";"2018 oktober";"Amsterdam";31
"3.7.4 Cybercrime";"2018 november";"Amsterdam";22
"3.7.4 Cybercrime";"2018 december";"Amsterdam";21
"3.7.4 Cybercrime";"2019 januari";"Amsterdam";26
"3.7.4 Cybercrime";"2019 februari";"Amsterdam";23
"3.7.4 Cybercrime";"2019 maart";"Amsterdam";22
"3.7.4 Cybercrime";"2019 april";"Amsterdam";19
"3.7.4 Cybercrime";"2019 mei";"Amsterdam";37
"3.7.4 Cybercrime";"2019 juni";"Amsterdam";24
"3.7.4 Cybercrime";"2019 juli";"Amsterdam";26
"3.7.4 Cybercrime";"2019 augustus";"Amsterdam";22
"3.7.4 Cybercrime";"2019 september";"Amsterdam";25
"3.7.4 Cybercrime";"2019 oktober";"Amsterdam";26
"3.7.4 Cybercrime";"2019 november";"Amsterdam";38
"3.7.4 Cybercrime";"2019 december";"Amsterdam";28
"3.7.4 Cybercrime";"2020 januari";"Amsterdam";29
"3.7.4 Cybercrime";"2020 februari";"Amsterdam";47
"3.7.4 Cybercrime";"2020 maart";"Amsterdam";57
"3.7.4 Cybercrime";"2020 april";"Amsterdam";72
"3.7.4 Cybercrime";"2020 mei";"Amsterdam";90
"3.7.4 Cybercrime";"2020 juni";"Amsterdam";76
"3.7.4 Cybercrime";"2020 juli";"Amsterdam";56
"3.7.4 Cybercrime";"2020 augustus";"Amsterdam";58
"3.7.4 Cybercrime";"2020 september";"Amsterdam";63
"3.7.4 Cybercrime";"2020 oktober";"Amsterdam";91
"3.7.4 Cybercrime";"2020 november";"Amsterdam";81
"3.7.4 Cybercrime";"2020 december";"Amsterdam";73
"3.7.4 Cybercrime";"2021 januari";"Amsterdam";97
"3.7.4 Cybercrime";"2021 februari";"Amsterdam";137
"3.7.4 Cybercrime";"2021 maart";"Amsterdam";105
"3.7.4 Cybercrime";"2021 april";"Amsterdam";113
"3.7.4 Cybercrime";"2021 mei";"Amsterdam";84
"3.7.4 Cybercrime";"2021 juni";"Amsterdam";112
"3.7.4 Cybercrime";"2021 juli";"Amsterdam";123
"3.7.4 Cybercrime";"2021 augustus";"Amsterdam";100
"3.7.4 Cybercrime";"2021 september";"Amsterdam";76
"3.7.4 Cybercrime";"2021 oktober";"Amsterdam";109
"3.7.4 Cybercrime";"2021  november";"Amsterdam";103
"3.7.4 Cybercrime";"2021 december";"Amsterdam";90
"3.7.4 Cybercrime";"2022 januari";"Amsterdam";73
"3.7.4 Cybercrime";"2022 februari";"Amsterdam";78
"3.7.4 Cybercrime";"2022 maart";"Amsterdam";85
"3.7.4 Cybercrime";"2022 april";"Amsterdam";96
"3.7.4 Cybercrime";"2022 mei";"Amsterdam";68
"3.7.4 Cybercrime";"2022 juni";"Amsterdam";68
"3.7.4 Cybercrime";"2022 juli";"Amsterdam";85
"3.7.4 Cybercrime";"2022 augustus";"Amsterdam";59
"3.7.4 Cybercrime";"2022 september";"Amsterdam";77
"3.7.4 Cybercrime";"2022 oktober";"Amsterdam";73
"3.7.4 Cybercrime";"2022 november";"Amsterdam";49
"3.7.4 Cybercrime";"2022 december";"Amsterdam";68
"3.7.4 Cybercrime";"2023 januari";"Amsterdam";68
"3.7.4 Cybercrime";"2023 februari";"Amsterdam";57
"3.7.4 Cybercrime";"2023 maart";"Amsterdam";71
"3.7.4 Cybercrime";"2023 april";"Amsterdam";61
"3.7.4 Cybercrime";"2023 mei";"Amsterdam";78
"3.7.4 Cybercrime";"2023 juni";"Amsterdam";70
"3.7.4 Cybercrime";"2023 juli";"Amsterdam";64
"3.7.4 Cybercrime";"2023 augustus";"Amsterdam";75
"3.7.4 Cybercrime";"2023 september";"Amsterdam";97
"3.7.4 Cybercrime";"2023 oktober";"Amsterdam";65
"3.7.4 Cybercrime";"2023 november";"Amsterdam";69
"3.7.4 Cybercrime";"2023 december";"Amsterdam";60
"3.7.4 Cybercrime";"2024 januari";"Amsterdam";86
"3.7.4 Cybercrime";"2024 februari";"Amsterdam";75
"3.7.4 Cybercrime";"2024 maart";"Amsterdam";72
"3.7.4 Cybercrime";"2024 april";"Amsterdam";53
"3.7.4 Cybercrime";"2024 mei";"Amsterdam";34
